retrieved_at,prefecture,agency,case_type,title,announcement_date,url,source
2026-05-14 19:35:38,全国,国家公安委員会（警察庁）,物品,【東京都警察情報通信部】アナログ電話機ほかの購入,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,【本省】令和７年度補正デジタルライフライン整備加速事業（ドローン航路の登録・認証に係る調査）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,【本省】令和8年度内外一体の経済成長戦略構築にかかる国際経済調査事業 （日EU競争力アライアンスを踏まえた、サプライチェーン強靭化 に向けた欧州の重点国に関する調査）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,農林水産省,役務,【山口森林管理事務所】城山国有林保安林総合改良整備事業,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,国土交通省,委託,【国土地理院】電子基準点「枝幸（９５０１０３）」の移設業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,国土交通省,役務,【九州地方整備局】令和８年度九州技術事務所空調設備保守点検,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,国土交通省,委託,【九州地方整備局】令和８ － 1 2年度 行政情報システム運用サポート業務,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:38,全国,経済産業省,委託,【中企庁】令和８年度中小企業の持続的・構造的賃上げに向けた調査・分析事業（新政策立案に向けた賃上げ等各種データに関する調査分析）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:37,新潟県,国土交通省,委託,令和８年度新潟国道登記業務（権利に関する登記）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-14 19:35:37,新潟県,国家公安委員会（警察庁）,役務,【新潟県情報通信部】通信施設除草作業,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-14 19:35:37,岐阜県,農林水産省,役務,森林環境保全整備事業（保育間伐活用型外 東濃3阿木恵那）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-14 19:35:37,岐阜県,農林水産省,役務,森林環境保全整備事業（保育間伐活用型 東濃５木曽越峠）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（対象5県）
2026-05-14 19:35:37,全国,国土交通省,委託,航路調査船「鎮西」電光表示シート４枚外３点,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:37,全国,内閣府,設計・測量・コンサル,航空レーザ測量による国境離島の現況調査業務（五島列島白瀬北小島・大隅諸島やいと及びヤクロ瀬地区）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:37,全国,内閣府,設計・測量・コンサル,航空レーザ測量による国境離島の状況把握業務（沖縄諸島鳥島地区）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
2026-05-14 19:35:37,全国,内閣府,委託,海洋データ利活用の普及展開に向けた調査検討事業）,2026-05-14,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,官公需情報ポータルAPI（全省庁）
